Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Monthly_Balance,Credit_Score
60,111136,9393,1,5,6.59,2,28,4,38424,17.75,14,9126,25382,Standard
35,73669,5777,2,2,9.64,0,39,1,75053,63.92,26,28568,98136,Poor
32,57780,4937,4,7,22.9,1,1,6,78988,69.13,3,25324,14305,Poor
38,127123,11196,2,2,20.58,4,48,11,23451,18.74,30,6121,33197,Standard
21,62661,5972,2,5,15.26,0,32,1,51616,17.15,2,15370,21435,Poor
29,51709,5073,5,6,16.48,2,29,7,59630,20.76,4,23377,33534,Poor
31,103903,8899,1,2,24.66,1,0,9,60394,52.6,16,22201,99862,Standard
46,92130,7785,6,7,22.78,3,41,11,79366,56.97,27,24554,54110,Poor
37,88612,8302,4,3,15.06,3,8,1,27117,11.61,12,27588,40117,Standard
28,99219,9119,4,7,12.52,2,1,10,63861,22.88,1,7063,58086,Standard
61,118349,9163,4,3,17.98,2,25,7,18653,6.47,8,29611,58544,Standard
37,83802,6800,4,8,12.43,1,29,4,54499,91.37,8,4768,84889,Poor
27,58721,4659,1,6,14.3,3,56,13,10239,58.84,12,26905,68182,Poor
56,82535,5959,4,2,12.05,1,19,5,1449,94.29,5,24390,94205,Standard
56,55338,3733,1,4,17.61,2,1,14,52876,35.06,20,15082,46472,Standard
60,62800,4816,3,1,21.02,4,7,14,63899,44.01,17,1184,88335,Poor
56,115507,10158,5,2,24.97,1,59,12,43273,64.46,15,23968,95705,Poor
61,55010,3878,2,4,6.86,3,17,12,28866,8.77,10,396,18424,Poor
33,74837,6401,2,7,20.99,1,27,8,27605,5.05,3,5354,5910,Poor
37,115320,9598,1,4,14.37,1,59,15,14973,12.2,15,26597,45923,Good
60,115410,9379,4,5,16.54,4,56,10,42799,52.4,22,22346,94921,Poor
58,88163,7743,3,4,9.52,0,27,15,35676,34.53,17,9849,66388,Standard
46,26722,3175,5,5,21.03,2,6,4,72746,25.13,26,7174,33602,Standard
50,138643,10866,1,6,13.25,3,26,10,39201,12.3,6,20416,64068,Poor
63,28692,2978,3,1,13.71,3,9,13,62019,93.05,11,12136,16496,Poor
40,50891,4236,4,7,16.77,3,27,7,37547,26.89,26,5403,45054,Poor
31,98378,7867,5,7,22.06,0,5,2,1112,18.5,14,16143,13099,Good
65,104930,8055,1,1,14.42,0,8,9,48072,66.09,30,27091,92748,Standard
43,107301,9112,1,1,8.3,2,21,3,5104,94.67,3,1294,81525,Standard
21,127666,11527,2,3,22.94,3,6,8,77774,31.23,27,17238,10395,Standard
60,57282,4056,1,8,17.12,2,10,3,65066,59.58,23,9296,5198,Poor
46,131693,10667,6,3,18.9,3,22,9,38489,63.81,27,13143,55784,Poor
36,124104,11076,3,6,9.21,3,9,4,4823,12.15,19,28676,16429,Good
30,34113,2761,2,3,19.46,2,49,10,41936,57.13,23,15780,58060,Poor
47,36071,3909,6,5,23.75,1,57,15,4434,37.78,13,6274,46231,Standard
25,26411,1264,3,7,8.73,3,29,12,42412,45.47,27,10712,98685,Poor
48,106298,8502,5,3,5.15,1,16,13,12218,48.82,11,4855,6508,Standard
29,51460,4338,5,8,24.14,1,46,5,54771,8.46,1,20694,48281,Poor
42,124884,10666,3,6,5.05,3,49,6,27664,18.3,22,21583,97540,Standard
53,55841,4740,4,4,13.7,5,51,1,59631,91.77,19,17928,39036,Poor
55,119060,9855,1,5,11.65,3,37,2,62195,79.66,14,15189,80791,Poor
57,50270,5079,3,4,13.99,2,57,1,30077,65.16,19,8327,52748,Poor
37,20561,1799,2,1,9.44,3,15,12,294,43.7,3,26292,36865,Poor
55,126748,11404,5,7,5.33,5,50,9,78675,64.7,16,19011,28972,Poor
55,106676,9020,3,2,22.1,3,35,10,23230,54.06,7,465,90795,Poor
48,30443,2209,6,4,23.93,0,6,4,33841,20.21,10,22013,34697,Standard
47,41215,4289,4,4,19.58,2,6,9,40565,94.81,23,17979,84757,Poor
25,29991,1817,1,1,24.07,0,49,8,23458,15.2,15,11060,16917,Poor
53,120401,10743,5,8,15.22,3,42,8,10914,37.06,3,11574,24120,Standard
45,125722,9863,5,5,19.51,4,51,2,8314,19.61,11,5254,69430,Standard
65,90098,6905,4,6,5.6,3,50,13,13575,77.65,25,26601,53751,Standard
34,41957,2885,5,8,20.47,5,44,2,29720,80.11,30,29913,65798,Poor
56,121035,10023,4,6,17.85,1,57,1,4768,45.76,1,18708,47585,Standard
22,149454,12815,3,6,13.31,0,20,14,11170,17.07,4,19485,69224,Standard
56,120417,9272,5,3,14.47,4,35,10,15696,61.25,2,25760,84634,Poor
41,52248,3993,5,7,10.87,0,3,9,17946,67.63,27,12438,21058,Standard
38,64556,6119,4,2,24.5,2,4,15,40420,71.48,14,744,4427,Poor
39,62959,4624,6,2,22.39,4,38,3,47517,15.2,9,25165,44749,Poor
41,136445,10623,2,4,16.64,0,14,1,36243,33.03,25,18029,99938,Standard
55,139665,12397,1,5,23.13,5,19,3,52907,72.71,2,10220,56072,Poor
26,106231,8534,3,1,7.74,0,60,0,14002,85.23,2,15375,48333,Standard
46,91036,6804,3,3,16.82,4,57,7,10749,35.07,6,21249,75581,Standard
65,133599,10345,6,1,14.41,5,45,4,22199,71.41,27,28305,90449,Poor
53,51272,4107,1,5,16.53,5,49,6,64572,54.28,2,14081,28657,Poor
60,107409,8745,2,5,11.89,3,37,13,75803,30.89,8,20197,17337,Poor
47,53423,4778,5,8,5.03,0,25,6,33152,67.22,19,6041,84993,Poor
58,35725,3957,6,4,7.65,0,14,7,6103,70.81,22,12934,18427,Poor
34,56247,5651,1,1,18.04,5,7,0,54179,14.63,7,14649,19924,Poor
30,114937,9905,1,6,11.5,3,24,8,58118,64.68,28,20809,20125,Poor
34,71014,5640,2,4,14.8,2,27,1,33044,5.28,15,5197,9048,Poor
24,118084,9779,5,5,9.08,0,56,9,18441,30.51,6,13964,2804,Standard
51,122982,10809,5,2,16.73,2,19,7,58896,23.08,28,9031,63499,Standard
45,55342,3939,4,4,13.76,1,1,7,63688,39.61,18,16701,85133,Standard
30,34394,2414,6,6,15.44,5,6,8,67696,76.95,24,13228,3660,Poor
25,94338,8821,1,4,22.98,2,51,7,72870,82.03,19,26181,70457,Poor
32,102250,8537,5,1,7.98,0,20,13,74442,35.72,16,6337,25559,Standard
27,116025,9295,6,7,10.02,2,37,6,52684,65.29,20,18520,74927,Poor
43,32594,2494,4,4,22.81,2,2,10,46777,47.42,8,17448,44703,Poor
52,49829,4034,5,1,18.79,0,36,4,30317,41.97,2,6716,62221,Poor
47,90120,8022,1,2,18.62,4,28,4,28931,71.42,7,12152,13695,Poor
23,53614,3490,5,7,7.41,2,41,14,27405,13.41,30,7756,81186,Poor
28,32256,3337,3,4,5.88,5,17,5,833,88.36,16,26773,29358,Poor
47,136322,11037,1,2,15.07,1,59,8,12,43.44,12,11694,99740,Standard
49,92913,8167,2,1,19.78,5,36,0,36078,22.33,27,5143,31699,Standard
23,116002,9033,2,4,8.95,2,29,1,58912,25.31,5,1031,16450,Standard
34,68056,5955,3,7,8.08,0,53,5,62092,39.03,6,12272,5604,Poor
55,42950,3980,4,2,6.7,1,13,2,20150,42.35,14,7512,92709,Poor
31,54883,5034,5,6,22.73,1,53,6,58859,43.24,20,27416,59336,Poor
38,61383,4647,5,4,23.52,0,12,12,38736,38.8,18,15232,12930,Poor
58,35118,3557,6,3,23.02,1,47,3,73408,48.14,30,21287,77108,Poor
29,26924,2303,2,4,20.98,1,58,1,66639,82.25,18,28980,10721,Poor
36,90648,7685,1,6,15.5,0,16,8,43525,54.4,27,5842,6769,Poor
48,84291,7765,2,3,21.06,1,44,2,67889,18.3,15,2340,56328,Standard
61,91660,6802,6,6,14.22,5,17,10,3926,7.98,1,25560,4581,Standard
63,110555,8261,6,1,6.67,1,48,2,10830,66.92,16,26390,13879,Standard
49,122714,11057,5,6,6.14,5,47,0,19631,93.96,11,12420,89103,Standard
28,124161,11218,5,5,20.05,2,10,2,71535,78.15,20,21893,76547,Poor
55,82492,6462,4,2,8.01,2,32,1,41171,39.15,2,16618,57975,Standard
50,23440,1043,5,1,5.06,2,56,7,49531,36.08,11,2906,48378,Poor
54,56055,4756,2,7,12.55,0,15,13,19565,76.79,17,7466,43158,Poor
44,106681,7990,3,5,21.43,4,24,1,72422,69.29,21,15393,7951,Poor
47,47252,3429,4,8,17.36,0,49,5,16484,10.81,9,26279,7158,Standard
28,133410,10919,3,2,22.8,4,47,0,34289,61.3,9,28080,85381,Poor
32,91758,8588,4,8,22.61,1,33,6,49556,69.64,7,17312,85900,Poor
25,72390,5580,2,3,18.46,1,44,12,38686,70.34,17,18724,85565,Poor
63,107422,9447,3,7,10.95,0,15,13,17106,38.14,24,27690,70248,Good
48,48032,3215,3,5,6.64,0,52,12,38223,90.09,21,12775,21535,Poor
43,144012,12537,3,5,22.33,0,11,12,30025,69.9,12,11138,72233,Poor
64,44504,3309,2,1,18.37,3,24,9,53895,76.29,28,9522,68237,Poor
57,145825,12820,5,1,20.44,5,6,11,31646,55.05,17,16998,24390,Standard
38,63457,5773,2,8,17.2,5,3,10,4920,31.07,21,1884,39191,Standard
36,46822,4777,2,4,24.39,2,12,8,76955,33.36,23,4003,52736,Poor
35,125736,9767,1,2,6.89,4,29,14,16223,53.99,20,6508,32600,Standard
58,31982,2957,6,4,14.85,1,25,10,29585,8.53,14,28010,5555,Poor
25,145332,11282,5,8,20.17,2,24,3,60517,91.47,28,13343,73423,Poor
54,136893,10424,1,3,9.17,0,51,0,76820,14.61,25,13599,15681,Standard
56,36765,3778,5,1,9.89,3,21,15,65188,28.75,10,26969,79128,Poor
28,145877,12640,4,1,22.65,5,13,12,48222,59.88,12,4388,8594,Poor
25,60793,5302,1,2,22.42,5,49,9,14267,53.53,8,7580,53035,Poor
54,82566,6582,1,3,20.13,3,12,5,20667,89.74,20,19725,67303,Poor
30,29633,1960,4,5,11.7,3,4,2,33442,89.04,23,24445,96777,Poor
39,37046,3151,5,7,23.81,0,53,11,2785,75.02,11,7787,65536,Poor
46,76186,6239,6,1,15.39,0,7,4,55904,75.23,1,1381,26288,Poor
24,88191,8161,2,6,12.81,4,5,0,50631,18.86,15,2381,42992,Standard
34,33100,3709,2,4,10.08,2,22,1,56333,50.82,6,14294,75978,Poor
27,83620,7250,4,7,20.26,5,57,4,27637,93.55,27,8643,39063,Poor
23,35181,2426,3,1,20.88,3,49,6,44906,31.86,16,28273,88439,Poor
56,116555,10542,5,3,13.15,1,14,11,16270,9.81,22,12142,60183,Good
65,110959,8282,5,1,15.15,4,37,2,37925,30.72,6,516,94670,Poor
49,53455,4647,2,7,20.12,5,36,13,75066,77.73,28,25576,87084,Poor
39,128826,10866,6,8,6.79,4,18,4,70158,75.52,19,12586,84463,Poor
57,52532,3677,3,2,10.89,4,56,9,74643,60.69,28,6371,23953,Poor
33,34202,2228,2,5,20.61,3,25,1,53453,61.0,1,18281,62994,Poor
30,72165,6324,1,8,20.28,0,41,14,22795,72.43,10,18404,95948,Poor
35,88156,7588,2,6,18.4,4,58,11,31976,85.87,17,4539,87148,Poor
56,119223,8970,3,1,22.95,3,56,3,18672,86.2,19,19988,57904,Standard
42,23924,2117,2,7,16.81,2,34,4,56904,64.48,3,25677,73170,Poor
45,95092,7698,3,7,17.61,1,0,15,55830,13.84,27,22468,20099,Good
33,125805,10565,3,6,24.61,0,16,6,35002,40.88,5,7884,78019,Poor
40,131380,10990,3,1,22.09,1,30,7,128,5.59,28,16839,57917,Good
59,71206,6791,4,2,24.97,0,53,12,66047,23.19,3,21899,26340,Poor
60,63888,6010,1,1,23.91,3,33,1,36601,12.21,21,19874,10589,Poor
41,27120,2188,4,3,22.26,4,12,14,53888,61.43,2,23919,49281,Poor
35,103558,8202,3,1,22.91,3,28,9,51214,19.61,23,14713,19314,Standard
46,120003,10767,4,3,16.93,2,1,2,64499,70.25,27,15536,51393,Standard
24,148710,11721,5,2,20.38,2,1,12,68679,65.72,9,2200,26594,Standard
33,46563,3809,2,2,23.74,2,22,5,26557,36.03,13,3562,62235,Poor
55,141525,10955,4,1,9.1,1,43,3,10301,59.26,1,12446,15761,Standard
35,118348,9726,2,6,7.65,3,34,11,49280,15.91,7,14663,10743,Poor
63,91458,7228,3,5,16.85,5,10,10,6263,17.68,13,9634,67881,Standard
23,147543,12969,1,7,10.51,0,15,14,26855,66.38,27,3329,53213,Poor
51,90016,6722,2,8,19.82,3,42,5,24464,11.77,27,5291,84763,Standard
26,135105,11264,5,3,7.05,1,16,13,22494,56.53,11,24069,65396,Poor
64,99494,8187,2,7,22.33,1,55,7,15071,81.33,6,17809,90329,Standard
41,73533,5186,3,4,16.45,3,47,0,64595,75.7,19,17845,95264,Poor
61,76189,6173,6,2,14.07,5,3,12,65072,26.24,13,16982,20207,Standard
21,67852,6219,1,7,15.81,0,42,5,23651,25.15,12,10744,89327,Poor
31,31296,2413,6,6,5.3,2,34,14,13749,66.81,13,18659,20705,Poor
25,88529,7710,2,2,24.63,1,20,12,59863,72.95,2,18269,78415,Poor
55,121262,10501,3,4,13.6,4,34,9,71660,83.13,6,4157,5952,Poor
42,124645,9456,5,4,18.25,4,27,8,66500,92.22,21,4259,40077,Poor
59,64265,6087,6,2,17.95,2,22,14,71524,50.68,26,24614,5692,Poor
65,105830,8722,1,6,23.47,1,57,12,58665,40.14,7,17670,87078,Poor
32,23436,2865,5,8,10.5,0,39,2,60477,49.54,18,16137,51393,Poor
55,39649,4059,5,7,15.12,5,54,4,16972,33.81,19,6427,65737,Standard
23,123616,10618,5,6,18.63,0,25,5,31127,38.18,23,8825,4918,Standard
63,137272,12216,3,7,12.62,4,21,14,74605,8.45,22,4090,23009,Standard
38,137934,11603,2,6,22.05,2,16,5,68627,40.39,19,12912,26704,Poor
29,66271,6214,5,5,8.71,1,40,4,69822,71.54,28,8822,52299,Poor
35,133546,12054,2,2,11.8,1,16,2,42975,21.79,25,11071,95689,Standard
51,43317,4480,3,7,8.35,4,10,12,77217,24.95,23,7283,46000,Poor
54,99683,8906,6,6,7.04,4,6,12,48395,37.92,21,16044,69017,Standard
37,145338,11902,5,6,5.31,2,48,15,37657,79.24,8,249,26448,Poor
40,102329,8803,1,2,23.53,0,58,15,78512,48.58,2,6525,69359,Poor
42,96280,7506,3,1,6.72,2,13,12,40315,12.94,10,14866,15093,Standard
41,128475,10377,2,2,9.33,1,23,6,54982,47.83,28,17187,13763,Poor
36,124700,10263,4,6,5.92,4,17,4,14300,30.51,25,25967,12421,Standard
23,121755,9870,2,8,12.66,4,60,3,77559,52.13,18,1970,80307,Poor
29,119321,9921,1,5,12.22,1,54,11,52716,19.65,5,10842,74060,Standard
48,74536,5330,3,7,20.85,3,34,14,36639,31.88,6,4529,65580,Poor
42,86874,6929,6,5,15.83,2,46,13,47672,76.69,11,25808,94411,Poor
60,57753,4176,5,3,11.09,4,58,3,10876,78.12,14,10888,4328,Poor
29,142234,12594,1,1,5.86,2,23,7,76851,63.26,8,2383,31988,Poor
29,104233,9482,1,6,22.37,0,13,0,42464,35.59,2,17097,27750,Standard
61,102969,8451,5,3,18.64,2,19,9,68132,52.23,13,12642,77865,Poor
60,113944,9499,2,8,24.26,5,59,7,55452,45.41,21,25848,58811,Poor
39,104298,8537,2,1,7.59,4,47,5,48343,30.91,3,17230,29631,Poor
32,112742,9507,1,3,8.81,0,8,6,79505,17.89,27,21140,1928,Good
61,59959,5274,1,1,12.54,0,56,2,68103,27.03,9,16041,21991,Poor
34,114050,9636,4,6,5.48,1,49,15,52956,51.68,3,21795,60772,Poor
32,123143,9631,3,8,14.29,2,47,11,73667,61.5,16,4445,50664,Poor
30,133080,11259,1,6,7.85,0,32,14,50123,85.97,18,7900,96624,Poor
27,71445,5061,5,3,19.37,0,41,15,23009,10.7,22,7047,26994,Poor
49,123181,10733,6,4,23.52,5,37,5,3836,34.32,6,5085,76582,Standard
57,139228,11861,2,7,22.63,0,46,13,42854,64.15,19,2469,84932,Poor
40,50968,4379,5,3,9.73,1,20,11,32049,76.04,28,29311,71800,Poor
34,61969,5302,3,5,13.36,3,46,14,64631,24.7,26,12880,38990,Poor
36,143456,10994,5,6,10.22,2,36,15,15267,21.24,15,19779,77318,Good
49,20352,1078,5,3,13.8,1,3,10,32307,65.0,20,15352,70074,Poor
52,114209,8747,2,8,19.16,2,8,7,17126,18.43,26,22125,99664,Good
27,37657,3762,3,7,19.58,5,55,1,71824,21.96,2,28946,6828,Poor
37,119745,10113,4,8,15.37,4,55,14,45785,66.52,23,24247,95639,Poor
44,107470,9008,3,3,9.74,4,25,1,5300,23.18,9,9899,31970,Standard
45,104594,7883,5,6,7.19,0,22,5,27531,83.48,19,29443,13264,Poor
22,122097,9479,6,3,20.58,5,60,11,3149,13.32,7,15662,37331,Standard
62,133751,11650,5,4,6.13,1,58,0,75569,42.4,16,2708,28579,Poor
64,97789,8172,1,2,7.9,0,40,4,19895,15.4,6,3869,91018,Standard
65,145844,12095,4,8,20.05,1,3,3,79408,74.42,22,2924,16195,Standard
28,70145,5669,1,3,23.27,0,7,1,58522,17.24,11,21683,98331,Standard
54,119608,9863,2,4,23.51,5,46,6,4852,31.43,7,14137,50844,Standard
42,47315,4040,1,3,14.11,5,51,9,68287,14.33,25,25722,37968,Poor
32,33167,1947,3,1,20.8,5,25,4,44191,82.39,19,21788,43813,Poor
29,39677,3527,3,7,7.58,4,12,11,45871,69.94,27,25918,9653,Poor
62,20162,2329,2,6,7.56,5,37,15,2239,74.87,8,14867,16551,Poor
30,56105,4065,4,6,15.99,4,23,12,40231,73.63,5,6947,4544,Poor
37,143405,11103,6,3,5.51,3,59,1,55372,16.08,20,5306,63824,Standard
35,93076,7769,3,1,8.33,4,3,14,11190,43.81,28,19359,3933,Standard
47,49910,3425,2,5,15.62,0,21,10,34217,90.76,6,27124,90712,Poor
61,104153,7694,2,5,5.65,0,7,0,47603,86.72,13,16265,74980,Standard
61,79175,6351,4,5,17.46,2,28,11,48754,30.65,27,5651,33256,Poor
37,82858,7627,1,3,21.74,2,29,13,358,14.95,18,1946,16533,Good
53,36074,2085,2,1,21.12,5,50,13,72593,25.69,15,13062,37198,Poor
26,84092,6338,4,1,15.89,4,6,11,58688,14.67,19,998,95344,Standard
27,147690,12008,6,1,14.27,1,32,1,53554,45.77,8,1765,61548,Poor
35,63534,4457,1,5,12.22,4,17,15,39352,22.95,13,5733,15969,Poor
33,23249,972,5,7,8.63,4,55,11,58565,43.33,14,19534,34260,Poor
52,23890,1408,1,1,11.68,5,51,6,79555,41.23,27,26537,58603,Poor
37,129881,10718,4,7,21.46,0,22,2,68762,26.65,5,22920,63259,Standard
22,24205,1134,3,7,13.3,0,19,10,77242,7.24,3,26053,16267,Poor
24,78580,6753,4,8,7.49,2,2,0,34431,57.7,18,25174,73356,Poor
25,127550,11093,5,5,16.48,2,15,2,41506,75.6,2,8372,81027,Poor
59,85776,6225,5,5,17.93,4,52,15,51773,75.5,17,16148,84739,Poor
35,104938,7877,2,8,16.81,5,7,13,50098,59.27,24,9588,14376,Standard
47,139023,11367,1,3,9.33,2,60,1,63572,48.19,9,8134,31578,Poor
32,119902,9651,4,3,9.22,5,32,9,76397,56.16,4,20006,59467,Poor
21,28781,2855,3,3,22.67,5,8,0,28094,47.05,17,15097,71851,Poor
31,33853,2003,4,1,21.82,5,42,0,34012,13.56,30,29554,72532,Poor
26,50829,3991,6,8,23.02,0,5,14,2937,70.79,18,16503,83045,Standard
58,146429,11795,6,1,21.31,0,34,12,34083,32.37,5,5266,16760,Standard
49,144099,12810,3,4,16.42,3,32,11,57365,88.93,18,5654,9089,Poor
22,54013,4607,1,7,14.49,3,42,2,23570,80.79,13,18462,12157,Poor
40,98077,7998,1,2,23.68,4,57,15,77388,29.34,6,19657,88872,Poor
48,93359,8630,5,3,14.27,3,37,15,6556,29.04,19,11620,31059,Standard
28,53901,5343,1,7,7.25,3,2,15,72331,62.81,6,15974,38239,Poor
64,137147,12083,6,4,11.67,3,22,3,60324,57.29,28,26372,87328,Poor
63,104040,8485,2,5,17.8,4,59,13,37098,80.16,13,12574,72669,Poor
36,114418,9076,5,7,5.51,3,32,9,19882,10.83,1,5011,74509,Standard
42,33396,2573,2,3,24.62,2,37,7,53297,29.77,18,4097,1044,Poor
53,146833,12411,2,5,15.69,4,44,7,5385,84.23,5,8471,52798,Poor
51,39836,3860,5,8,17.04,0,27,0,8311,13.03,3,7027,15804,Standard
58,137448,12003,6,4,12.15,4,40,5,26813,69.33,4,7623,28963,Poor
51,114334,9361,1,6,8.73,1,2,8,42102,55.07,4,13127,44574,Standard
65,22874,2769,2,6,23.13,2,48,9,64958,18.02,4,20194,13761,Poor
48,61665,5469,1,4,18.94,2,1,13,52699,81.06,16,24759,98037,Poor
51,137515,12325,6,2,20.45,1,44,8,77928,53.44,25,17911,83639,Poor
23,91657,7746,6,1,22.33,3,53,4,12700,29.43,15,8875,55224,Standard
54,131121,10140,2,6,17.45,3,40,12,34737,54.13,20,21730,71569,Poor
60,125482,11330,2,7,18.93,4,28,9,66417,39.3,10,22566,12835,Poor
41,64601,5587,3,6,21.07,0,7,3,17664,70.01,22,5917,8679,Standard
64,122373,10175,3,4,18.94,3,56,1,46040,15.2,16,2575,56375,Standard
64,115446,8746,2,7,9.14,2,15,13,16484,14.0,19,8516,43946,Good
44,98576,7328,4,8,5.15,0,38,9,17810,31.88,19,8199,24452,Good
24,58445,5755,4,7,18.65,2,50,13,56536,49.78,2,10711,58121,Poor
37,41211,2463,3,6,13.47,2,31,14,44553,53.38,1,18717,60063,Poor
40,120664,9708,2,4,20.63,4,1,13,17151,26.83,26,12108,34828,Good
46,134804,11013,2,3,20.41,2,44,9,7103,14.76,21,10944,80121,Good
59,65485,4925,1,1,18.9,5,27,5,24476,15.66,5,9637,24729,Poor
49,76122,7317,4,8,11.21,1,48,10,8825,40.11,4,2590,24183,Poor
38,112948,8616,1,6,23.21,4,52,8,69914,76.72,21,12722,8860,Poor
21,119679,10825,5,1,7.17,4,33,12,63071,68.99,18,4189,26674,Poor
26,42660,3738,5,6,13.88,0,59,8,58473,17.14,23,13387,35487,Poor
31,103701,9303,4,2,7.95,0,58,5,7008,23.35,9,7497,97392,Standard
51,64846,4869,4,6,18.93,5,24,1,60450,54.87,27,20825,23125,Poor
44,148896,11950,5,3,11.2,0,42,7,65989,34.19,9,11862,99621,Standard
38,26179,1245,6,7,10.09,5,23,9,61239,35.47,5,28503,26796,Poor
25,34601,2169,2,3,23.69,3,18,15,11123,45.57,29,25347,53185,Poor
34,51836,4679,3,3,14.79,0,12,12,22245,78.77,29,15556,47351,Poor
21,105859,8932,1,2,17.13,3,15,1,33414,34.61,21,6368,5351,Standard
45,99807,8940,2,6,19.38,4,53,4,34965,61.17,8,10846,31083,Poor
40,21548,868,6,2,15.29,5,55,12,57742,47.68,10,16848,9776,Poor
48,65264,4790,3,5,10.09,5,23,8,34326,43.47,27,17423,28559,Poor
55,135213,11007,6,2,14.5,4,13,14,72413,14.64,21,22486,86316,Standard
63,62008,4660,6,2,7.94,3,32,8,70630,71.18,26,20384,75435,Poor
58,75782,6515,5,3,22.7,5,38,1,40117,94.39,11,15769,76861,Poor
65,37412,3832,4,2,10.48,3,43,4,33265,38.92,2,26549,12736,Poor
59,90837,8100,4,5,8.5,1,57,6,72973,63.38,19,14730,22329,Poor
54,50862,3725,5,2,8.02,0,41,15,3943,40.27,27,5148,75262,Poor
34,148896,11761,5,1,19.23,4,59,6,21991,18.11,2,26745,16331,Poor
21,44263,3159,2,1,5.33,5,33,12,60464,44.06,4,1484,4906,Poor
53,130267,11148,5,8,19.3,0,0,2,38728,22.04,13,26111,13181,Good
39,28088,3218,6,4,22.95,2,59,10,31977,62.7,3,19321,67890,Poor
24,123044,10241,3,7,20.66,4,41,4,25557,33.34,14,28388,78162,Standard
41,129059,11139,1,1,5.07,5,49,0,59905,80.18,13,5976,1459,Poor
44,127134,11264,3,6,24.05,4,24,14,9769,34.83,29,22578,7039,Standard
48,76734,7385,6,7,13.44,0,4,0,51509,87.45,10,28426,12343,Poor
26,112285,10078,2,5,5.03,3,34,10,13182,40.89,27,19381,36240,Standard
60,81529,5879,5,1,12.35,4,48,6,56347,42.77,7,9640,73608,Poor
30,69534,5888,6,7,8.19,4,29,0,69200,26.07,14,18285,73800,Poor
54,137664,11773,5,2,14.45,5,42,15,9522,37.77,12,26307,78510,Standard
48,43672,3382,4,2,16.39,3,1,7,16581,7.0,3,4348,57572,Standard
65,120139,9745,4,3,12.6,2,5,0,74925,38.17,5,2386,61422,Standard
44,63989,5377,3,2,14.21,3,18,2,18083,48.94,13,19730,25232,Poor
25,32657,2830,6,3,10.61,4,45,12,18057,44.22,6,5331,19469,Poor
59,143604,11944,3,2,13.99,5,56,8,48030,28.98,5,3448,73555,Poor
43,109262,8706,3,8,21.67,0,20,13,66295,16.38,28,18939,19551,Standard
29,130698,11672,3,8,21.61,5,36,0,6524,10.7,13,7194,93291,Standard
42,73740,5708,1,8,8.43,1,17,15,23281,50.28,30,18349,81088,Poor
41,136316,11835,3,1,6.17,3,33,5,21091,67.0,23,14831,32505,Poor
26,37858,3013,1,7,23.83,4,59,11,818,48.33,2,25765,47062,Poor
56,104080,9102,1,2,7.32,2,0,5,60794,84.73,4,26747,87106,Standard
26,61285,4487,4,2,19.95,0,47,11,29807,90.23,28,26015,58748,Poor
24,127585,10798,2,4,5.88,3,4,13,77810,33.25,1,150,64421,Standard
37,138757,11997,6,2,22.55,4,50,9,73632,69.02,23,9602,30753,Poor
62,38461,3838,5,8,13.26,4,36,6,54018,36.02,20,8424,37572,Poor
51,120399,9269,4,2,24.19,5,32,4,62145,23.2,10,26572,71571,Poor
26,47946,4841,6,2,5.71,2,2,4,46110,74.72,22,20013,53858,Poor
35,109732,8519,1,8,22.85,1,56,11,57389,28.04,25,28878,32713,Standard
42,134210,12064,2,7,15.6,3,55,8,71522,44.19,24,14066,59694,Poor
33,97107,8214,2,5,22.82,4,32,6,71717,32.33,6,10417,30864,Poor
45,140735,12360,6,5,13.12,1,34,1,43364,35.06,15,26748,59239,Standard
38,112364,8465,4,6,13.98,2,22,2,47739,91.48,6,6749,74999,Poor
32,115575,10319,1,1,15.82,2,57,10,14043,8.83,21,22932,41563,Good
22,107304,9170,1,4,6.99,0,6,14,66520,89.73,4,19694,91004,Standard
22,38654,2893,3,8,18.64,0,43,5,22045,62.05,13,23497,82393,Poor
44,140504,11186,3,5,18.97,0,43,5,85,85.37,22,4431,24886,Standard
49,138111,11151,5,6,22.44,0,0,5,54746,73.36,23,1663,11346,Standard
41,34548,2569,2,3,23.13,2,51,8,57691,62.03,20,11134,5193,Poor
49,57030,3841,4,2,20.3,5,12,4,60777,58.55,2,11595,93837,Poor
58,108351,8778,6,1,23.27,5,48,2,6310,5.88,13,9432,89806,Standard
60,48341,5014,3,1,9.07,4,7,0,36363,36.34,2,28779,29116,Poor
48,25977,2201,5,5,6.29,4,19,3,29016,94.14,11,28852,81658,Poor
60,136904,10764,5,6,11.92,1,58,11,74328,35.64,2,11840,51845,Standard
25,24359,1150,4,8,16.39,4,0,0,52138,56.41,30,29780,72761,Poor
24,29658,2590,4,8,14.55,0,49,7,62781,50.09,23,22289,17424,Poor
34,106797,8295,5,5,11.14,5,23,7,2688,5.25,16,15023,50411,Standard
31,63800,4987,1,4,8.21,2,53,0,9552,49.39,13,10259,34436,Poor
29,137813,11285,2,5,7.12,4,16,5,76298,10.5,6,21675,76062,Poor
65,122117,9482,2,4,11.15,0,4,0,4187,56.42,21,29328,56280,Good
